uid	vid	time
6449	4cae1f8a1463a143d0ff89a9	1333811601
11137	4cae1f8a1463a143d0ff89a9	1333811601
11000	4cae1f8a1463a143d0ff89a9	1333811601
15461	4cae1f8a1463a143d0ff89a9	1333811601
17656	4cae1f8a1463a143d0ff89a9	1333811601
608	4cae1f8a1463a143d0ff89a9	1333811601
15697	4cae1f8a1463a143d0ff89a9	1333811601
212	4cae1f8a1463a143d0ff89a9	1333811601
16370	4cae1f8a1463a143d0ff89a9	1333811601
9577	4cae1f8a1463a143d0ff89a9	1333811601
19713	4cae1f8a1463a143d0ff89a9	1333811601
15435	4cae1f8a1463a143d0ff89a9	1333811601
14777	4cae1f8a1463a143d0ff89a9	1333811601
1033	4cae1f8a1463a143d0ff89a9	1333811601
663	4cae1f8a1463a143d0ff89a9	1333811601
8837	4cae1f8a1463a143d0ff89a9	1333811601
2150	4cae1f8a1463a143d0ff89a9	1333811601
9753	4cae1f8a1463a143d0ff89a9	1333811601
9541	4cae1f8a1463a143d0ff89a9	1333811601
4954	4cae1f8a1463a143d0ff89a9	1333811601
838	4cae1f8a1463a143d0ff89a9	1333811601
8628	4cae1f8a1463a143d0ff89a9	1333811601
6422	4cae1f8a1463a143d0ff89a9	1333811601
5863	4cae1f8a1463a143d0ff89a9	1333811601
18209	4cae1f8a1463a143d0ff89a9	1333811601
14664	4cae1f8a1463a143d0ff89a9	1333811601
11565	4cae1f8a1463a143d0ff89a9	1333811601
4275	4cae1f8a1463a143d0ff89a9	1333811601
17900	4cae1f8a1463a143d0ff89a9	1333811601
17232	4cae1f8a1463a143d0ff89a9	1333811601
15496	4cae1f8a1463a143d0ff89a9	1333811601
15875	4cae1f8a1463a143d0ff89a9	1333811601
13002	4cae1f8a1463a143d0ff89a9	1333811601
7553	4cae1f8a1463a143d0ff89a9	1333811601
13652	4cae1f8a1463a143d0ff89a9	1333811601
7243	4cae1f8a1463a143d0ff89a9	1333811601
8764	4cae1f8a1463a143d0ff89a9	1333811601
16818	4cae1f8a1463a143d0ff89a9	1333811601
13925	4cae1f8a1463a143d0ff89a9	1333811601
188	4cae1f8a1463a143d0ff89a9	1333811601
13486	4cae1f8a1463a143d0ff89a9	1333811601
11163	4cae1f8a1463a143d0ff89a9	1333811601
1856	4cae1f8a1463a143d0ff89a9	1333811601
12935	4cae1f8a1463a143d0ff89a9	1333811601
13276	4cae1f8a1463a143d0ff89a9	1333811601
399	4cae1f8a1463a143d0ff89a9	1333811601
5209	4cae1f8a1463a143d0ff89a9	1333811601
13213	4cae1f8a1463a143d0ff89a9	1333811601
3657	4cae1f8a1463a143d0ff89a9	1333811601
14485	4cae1f8a1463a143d0ff89a9	1333811601
8456	4cae1f8a1463a143d0ff89a9	1333811601
19872	4cae1f8a1463a143d0ff89a9	1333811601
9304	4cae1f8a1463a143d0ff89a9	1333811601
757	4cae1f8a1463a143d0ff89a9	1333811601
17904	4cae1f8a1463a143d0ff89a9	1333811601
7404	4cae1f8a1463a143d0ff89a9	1333811601
1172	4cae1f8a1463a143d0ff89a9	1333811601
2542	4cae1f8a1463a143d0ff89a9	1333811601
7702	4cae1f8a1463a143d0ff89a9	1333811601
6870	4cae1f8a1463a143d0ff89a9	1333811601
284	4cae1f8a1463a143d0ff89a9	1333811601
16770	4ba0e76ef964a520f68537e3	1333811771
9920	4ba0e76ef964a520f68537e3	1333811771
4209	4ba0e76ef964a520f68537e3	1333811771
14500	4ba0e76ef964a520f68537e3	1333811771
13579	4ba0e76ef964a520f68537e3	1333811771
12032	4ba0e76ef964a520f68537e3	1333811771
2079	4ba0e76ef964a520f68537e3	1333811771
12299	4ba0e76ef964a520f68537e3	1333811771
2298	4ba0e76ef964a520f68537e3	1333811771
3769	4ba0e76ef964a520f68537e3	1333811771
19303	4ba0e76ef964a520f68537e3	1333811771
7729	4ba0e76ef964a520f68537e3	1333811771
15529	4ba0e76ef964a520f68537e3	1333811771
7615	4ba0e76ef964a520f68537e3	1333811771
11135	4ba0e76ef964a520f68537e3	1333811771
6592	4ba0e76ef964a520f68537e3	1333811771
135	4ba0e76ef964a520f68537e3	1333811771
13793	4ba0e76ef964a520f68537e3	1333811771
13494	4ba0e76ef964a520f68537e3	1333811771
13234	4ba0e76ef964a520f68537e3	1333811771
18596	4ba0e76ef964a520f68537e3	1333811771
2650	4ba0e76ef964a520f68537e3	1333811771
