uid	vid	time
14800	4ac7e17df964a5204cba20e3	1335660882
14298	4ac7e17df964a5204cba20e3	1335660882
2124	4ac7e17df964a5204cba20e3	1335660882
16996	4ac7e17df964a5204cba20e3	1335660882
13315	4ac7e17df964a5204cba20e3	1335660882
3215	4ac7e17df964a5204cba20e3	1335660882
8052	4ac7e17df964a5204cba20e3	1335660882
4868	4ac7e17df964a5204cba20e3	1335660882
17160	4ac7e17df964a5204cba20e3	1335660882
89	4ac7e17df964a5204cba20e3	1335660882
9263	4ac7e17df964a5204cba20e3	1335660882
13013	4bf1f71ad39ad13a49e6aa0e	1335660883
5423	4bf1f71ad39ad13a49e6aa0e	1335660883
6183	4bf1f71ad39ad13a49e6aa0e	1335660883
13232	4bf1f71ad39ad13a49e6aa0e	1335660883
16443	4bf1f71ad39ad13a49e6aa0e	1335660883
5240	4bf1f71ad39ad13a49e6aa0e	1335660883
4821	4bf1f71ad39ad13a49e6aa0e	1335660883
8322	4bf1f71ad39ad13a49e6aa0e	1335660883
11678	4bf1f71ad39ad13a49e6aa0e	1335660883
6834	4bf1f71ad39ad13a49e6aa0e	1335660883
7317	4bf1f71ad39ad13a49e6aa0e	1335660883
7438	4bf1f71ad39ad13a49e6aa0e	1335660883
16105	4bf1f71ad39ad13a49e6aa0e	1335660883
15934	4bf1f71ad39ad13a49e6aa0e	1335660883
16876	4bf1f71ad39ad13a49e6aa0e	1335660883
5822	4bf1f71ad39ad13a49e6aa0e	1335660883
7691	4bf1f71ad39ad13a49e6aa0e	1335660883
17531	4bf1f71ad39ad13a49e6aa0e	1335660883
17234	4bf1f71ad39ad13a49e6aa0e	1335660883
19845	4bf1f71ad39ad13a49e6aa0e	1335660883
13609	4bf1f71ad39ad13a49e6aa0e	1335660883
1501	4bf1f71ad39ad13a49e6aa0e	1335660883
16058	4bf1f71ad39ad13a49e6aa0e	1335660883
10372	4bf1f71ad39ad13a49e6aa0e	1335660883
4915	4bf1f71ad39ad13a49e6aa0e	1335660883
9420	4bf1f71ad39ad13a49e6aa0e	1335660883
4124	4bf1f71ad39ad13a49e6aa0e	1335660883
11776	4bf1f71ad39ad13a49e6aa0e	1335660883
17221	4bf1f71ad39ad13a49e6aa0e	1335660883
14727	4bf1f71ad39ad13a49e6aa0e	1335660883
9732	4bf1f71ad39ad13a49e6aa0e	1335660883
17591	4bf1f71ad39ad13a49e6aa0e	1335660883
15624	4bf1f71ad39ad13a49e6aa0e	1335660883
2983	4bf1f71ad39ad13a49e6aa0e	1335660883
5663	4bf1f71ad39ad13a49e6aa0e	1335660883
11933	4bf1f71ad39ad13a49e6aa0e	1335660883
965	4bf1f71ad39ad13a49e6aa0e	1335660883
616	4bf1f71ad39ad13a49e6aa0e	1335660883
607	4bf1f71ad39ad13a49e6aa0e	1335660883
6992	4bf1f71ad39ad13a49e6aa0e	1335660883
1194	4bf1f71ad39ad13a49e6aa0e	1335660883
7216	4bf1f71ad39ad13a49e6aa0e	1335660883
