uid	vid	time
18912	4f4d37a7e4b05dbceb0e0002	1336506429
10615	4f4d37a7e4b05dbceb0e0002	1336506429
14534	4f4d37a7e4b05dbceb0e0002	1336506429
3062	4f4d37a7e4b05dbceb0e0002	1336506429
8143	4f4d37a7e4b05dbceb0e0002	1336506429
12839	4f4d37a7e4b05dbceb0e0002	1336506429
8526	4f4d37a7e4b05dbceb0e0002	1336506429
11271	4f4d37a7e4b05dbceb0e0002	1336506429
8701	4f4d37a7e4b05dbceb0e0002	1336506429
15464	4f4d37a7e4b05dbceb0e0002	1336506429
19061	4f4d37a7e4b05dbceb0e0002	1336506429
3738	4f4d37a7e4b05dbceb0e0002	1336506429
8332	4f4d37a7e4b05dbceb0e0002	1336506429
10957	4f4d37a7e4b05dbceb0e0002	1336506429
4007	4f4d37a7e4b05dbceb0e0002	1336506429
13472	4f4d37a7e4b05dbceb0e0002	1336506429
497	4f4d37a7e4b05dbceb0e0002	1336506429
12372	4f4d37a7e4b05dbceb0e0002	1336506429
2824	4f4d37a7e4b05dbceb0e0002	1336506429
6939	4f4d37a7e4b05dbceb0e0002	1336506429
3920	4f4d37a7e4b05dbceb0e0002	1336506429
4197	4f4d37a7e4b05dbceb0e0002	1336506429
19105	4f4d37a7e4b05dbceb0e0002	1336506429
11607	4f4d37a7e4b05dbceb0e0002	1336506429
4825	4f4d37a7e4b05dbceb0e0002	1336506429
14633	4f4d37a7e4b05dbceb0e0002	1336506429
13964	4f4d37a7e4b05dbceb0e0002	1336506429
15795	4f4d37a7e4b05dbceb0e0002	1336506429
8770	4f4d37a7e4b05dbceb0e0002	1336506429
5744	4f4d37a7e4b05dbceb0e0002	1336506429
19465	4f4d37a7e4b05dbceb0e0002	1336506429
9227	4f4d37a7e4b05dbceb0e0002	1336506429
4151	4f4d37a7e4b05dbceb0e0002	1336506429
17037	4f4d37a7e4b05dbceb0e0002	1336506429
14406	4f4d37a7e4b05dbceb0e0002	1336506429
16976	4f4d37a7e4b05dbceb0e0002	1336506429
5336	4f4d37a7e4b05dbceb0e0002	1336506429
12682	4f4d37a7e4b05dbceb0e0002	1336506429
7218	4b8aa3e1f964a520e77632e3	1336506440
19115	4b8aa3e1f964a520e77632e3	1336506440
14580	4b8aa3e1f964a520e77632e3	1336506440
14535	4b8aa3e1f964a520e77632e3	1336506440
4886	4b8aa3e1f964a520e77632e3	1336506440
6981	4b8aa3e1f964a520e77632e3	1336506440
1381	4b8aa3e1f964a520e77632e3	1336506440
14096	4b8aa3e1f964a520e77632e3	1336506440
7372	4b8aa3e1f964a520e77632e3	1336506440
12208	4b8aa3e1f964a520e77632e3	1336506440
2364	4b8aa3e1f964a520e77632e3	1336506440
10098	4b8aa3e1f964a520e77632e3	1336506440
17424	4b8aa3e1f964a520e77632e3	1336506440
12270	4b8aa3e1f964a520e77632e3	1336506440
7949	4b8aa3e1f964a520e77632e3	1336506440
19199	4b8aa3e1f964a520e77632e3	1336506440
7604	4b8aa3e1f964a520e77632e3	1336506440
9911	4b8aa3e1f964a520e77632e3	1336506440
2260	4b8aa3e1f964a520e77632e3	1336506440
