uid	vid	time
1724	4a7c5c69f964a5205dec1fe3	1357911606
9600	4a7c5c69f964a5205dec1fe3	1357911606
3169	4a7c5c69f964a5205dec1fe3	1357911606
9999	4a7c5c69f964a5205dec1fe3	1357911606
8579	4a7c5c69f964a5205dec1fe3	1357911606
8360	4a7c5c69f964a5205dec1fe3	1357911606
17438	4a7c5c69f964a5205dec1fe3	1357911606
13343	4a7c5c69f964a5205dec1fe3	1357911606
11681	4a7c5c69f964a5205dec1fe3	1357911606
3206	4a7c5c69f964a5205dec1fe3	1357911606
17694	4a7c5c69f964a5205dec1fe3	1357911606
17024	4a7c5c69f964a5205dec1fe3	1357911606
15866	4a7c5c69f964a5205dec1fe3	1357911606
17760	4a7c5c69f964a5205dec1fe3	1357911606
18047	4a7c5c69f964a5205dec1fe3	1357911606
13272	4a7c5c69f964a5205dec1fe3	1357911606
8955	4a7c5c69f964a5205dec1fe3	1357911606
7327	4a7c5c69f964a5205dec1fe3	1357911606
6670	4a7c5c69f964a5205dec1fe3	1357911606
1455	4a7c5c69f964a5205dec1fe3	1357911606
784	4a7c5c69f964a5205dec1fe3	1357911606
9515	4a7c5c69f964a5205dec1fe3	1357911606
11064	4a7c5c69f964a5205dec1fe3	1357911606
800	4a7c5c69f964a5205dec1fe3	1357911606
16886	4a7c5c69f964a5205dec1fe3	1357911606
1517	4a7c5c69f964a5205dec1fe3	1357911606
2891	4a7c5c69f964a5205dec1fe3	1357911606
3884	4a7c5c69f964a5205dec1fe3	1357911606
19150	4a7c5c69f964a5205dec1fe3	1357911606
9474	4a7c5c69f964a5205dec1fe3	1357911606
6894	4a7c5c69f964a5205dec1fe3	1357911606
10519	4a7c5c69f964a5205dec1fe3	1357911606
11358	4a7c5c69f964a5205dec1fe3	1357911606
16509	4a7c5c69f964a5205dec1fe3	1357911606
15357	4a7c5c69f964a5205dec1fe3	1357911606
19352	4a7c5c69f964a5205dec1fe3	1357911606
8035	4a7c5c69f964a5205dec1fe3	1357911606
5840	4a7c5c69f964a5205dec1fe3	1357911606
16665	4a7c5c69f964a5205dec1fe3	1357911606
16430	4a7c5c69f964a5205dec1fe3	1357911606
14149	4d668c5c838654818c8df953	1357911636
10802	4d668c5c838654818c8df953	1357911636
15305	4d668c5c838654818c8df953	1357911636
428	4d668c5c838654818c8df953	1357911636
4461	4d668c5c838654818c8df953	1357911636
11575	4d668c5c838654818c8df953	1357911636
7395	4d668c5c838654818c8df953	1357911636
1515	4d668c5c838654818c8df953	1357911636
13117	4d668c5c838654818c8df953	1357911636
7418	4d668c5c838654818c8df953	1357911636
16928	4d668c5c838654818c8df953	1357911636
12799	4d668c5c838654818c8df953	1357911636
15971	4d668c5c838654818c8df953	1357911636
14928	4d668c5c838654818c8df953	1357911636
13645	4d668c5c838654818c8df953	1357911636
11401	4d668c5c838654818c8df953	1357911636
6323	4d668c5c838654818c8df953	1357911636
9313	4d668c5c838654818c8df953	1357911636
1677	4d668c5c838654818c8df953	1357911636
9636	4d668c5c838654818c8df953	1357911636
12736	4d668c5c838654818c8df953	1357911636
19171	4d668c5c838654818c8df953	1357911636
10347	4d668c5c838654818c8df953	1357911636
5897	4d668c5c838654818c8df953	1357911636
17132	4d668c5c838654818c8df953	1357911636
10971	4d668c5c838654818c8df953	1357911636
6016	4d668c5c838654818c8df953	1357911636
655	4d668c5c838654818c8df953	1357911636
13785	4d668c5c838654818c8df953	1357911636
12663	4d668c5c838654818c8df953	1357911636
11763	4d668c5c838654818c8df953	1357911636
16073	4d668c5c838654818c8df953	1357911636
10951	4d668c5c838654818c8df953	1357911636
12586	4d668c5c838654818c8df953	1357911636
11778	4d668c5c838654818c8df953	1357911636
9513	4d668c5c838654818c8df953	1357911636
7327	4d668c5c838654818c8df953	1357911636
12023	4d668c5c838654818c8df953	1357911636
19548	4d668c5c838654818c8df953	1357911636
13559	4d668c5c838654818c8df953	1357911636
7704	4d668c5c838654818c8df953	1357911636
10804	4d668c5c838654818c8df953	1357911636
1778	4d668c5c838654818c8df953	1357911636
18091	4d668c5c838654818c8df953	1357911636
1360	4d668c5c838654818c8df953	1357911636
12733	4d668c5c838654818c8df953	1357911636
7479	4d668c5c838654818c8df953	1357911636
8646	4d668c5c838654818c8df953	1357911636
18458	4d668c5c838654818c8df953	1357911636
5997	4d668c5c838654818c8df953	1357911636
5040	4d668c5c838654818c8df953	1357911636
