uid	vid	time
17365	4b5a2177f964a52027af28e3	1339197223
12552	4b5a2177f964a52027af28e3	1339197223
7507	4b5a2177f964a52027af28e3	1339197223
7232	4b5a2177f964a52027af28e3	1339197223
18048	4b5a2177f964a52027af28e3	1339197223
9487	4b5a2177f964a52027af28e3	1339197223
14410	4b5a2177f964a52027af28e3	1339197223
18458	4b5a2177f964a52027af28e3	1339197223
16748	4b5a2177f964a52027af28e3	1339197223
2411	4b5a2177f964a52027af28e3	1339197223
11150	4b5a2177f964a52027af28e3	1339197223
10156	4b5a2177f964a52027af28e3	1339197223
18830	4b5a2177f964a52027af28e3	1339197223
730	4b5a2177f964a52027af28e3	1339197223
19130	4b5a2177f964a52027af28e3	1339197223
5245	4b5a2177f964a52027af28e3	1339197223
10633	4b5a2177f964a52027af28e3	1339197223
16852	4b5a2177f964a52027af28e3	1339197223
12144	4b5a2177f964a52027af28e3	1339197223
1281	4b5a2177f964a52027af28e3	1339197223
11827	4b5a2177f964a52027af28e3	1339197223
16129	4b5a2177f964a52027af28e3	1339197223
15196	4b5a2177f964a52027af28e3	1339197223
12766	4b5a2177f964a52027af28e3	1339197223
5190	4b5a2177f964a52027af28e3	1339197223
6731	4b5a2177f964a52027af28e3	1339197223
4625	4b5a2177f964a52027af28e3	1339197223
9025	4b5a2177f964a52027af28e3	1339197223
8413	4b5a2177f964a52027af28e3	1339197223
19120	4b5a2177f964a52027af28e3	1339197223
16392	4b5a2177f964a52027af28e3	1339197223
912	4b5a2177f964a52027af28e3	1339197223
12586	4b5a2177f964a52027af28e3	1339197223
7016	4b5a2177f964a52027af28e3	1339197223
8905	4b5a2177f964a52027af28e3	1339197223
18600	4b5a2177f964a52027af28e3	1339197223
6690	4b5a2177f964a52027af28e3	1339197223
15471	4b5a2177f964a52027af28e3	1339197223
10011	4b5a2177f964a52027af28e3	1339197223
15717	4b5a2177f964a52027af28e3	1339197223
5233	4b5a2177f964a52027af28e3	1339197223
7839	4b5a2177f964a52027af28e3	1339197223
8828	4b5a2177f964a52027af28e3	1339197223
15233	4b5a2177f964a52027af28e3	1339197223
19356	4b5a2177f964a52027af28e3	1339197223
15416	4b5a2177f964a52027af28e3	1339197223
15299	4b5a2177f964a52027af28e3	1339197223
10159	4b5a2177f964a52027af28e3	1339197223
16397	4b5a2177f964a52027af28e3	1339197223
1025	4b5a2177f964a52027af28e3	1339197223
13172	4b5a2177f964a52027af28e3	1339197223
6101	4b5a2177f964a52027af28e3	1339197223
14165	4b5a2177f964a52027af28e3	1339197223
12081	4b5a2177f964a52027af28e3	1339197223
9299	4b5a2177f964a52027af28e3	1339197223
14934	4b5a2177f964a52027af28e3	1339197223
7370	4b5a2177f964a52027af28e3	1339197223
17936	4b5a2177f964a52027af28e3	1339197223
17438	4b5a2177f964a52027af28e3	1339197223
1497	4b5a2177f964a52027af28e3	1339197223
3683	4b5a2177f964a52027af28e3	1339197223
574	4b5a2177f964a52027af28e3	1339197223
17701	4b5a2177f964a52027af28e3	1339197223
2071	4b5a2177f964a52027af28e3	1339197223
5486	4b5a2177f964a52027af28e3	1339197223
2279	4b5a2177f964a52027af28e3	1339197223
4550	4b5a2177f964a52027af28e3	1339197223
17550	4b5a2177f964a52027af28e3	1339197223
7294	4b5a2177f964a52027af28e3	1339197223
4103	4b5a2177f964a52027af28e3	1339197223
15779	4b5a2177f964a52027af28e3	1339197223
12224	4b5a2177f964a52027af28e3	1339197223
19333	4b5a2177f964a52027af28e3	1339197223
15754	4b5a2177f964a52027af28e3	1339197223
11897	4b5a2177f964a52027af28e3	1339197223
15950	4b5a2177f964a52027af28e3	1339197223
12200	4b5a2177f964a52027af28e3	1339197223
8182	4c49ebf5fbafc92810c992db	1339197228
16709	4c49ebf5fbafc92810c992db	1339197228
7907	4c49ebf5fbafc92810c992db	1339197228
5047	4c49ebf5fbafc92810c992db	1339197228
10929	4c49ebf5fbafc92810c992db	1339197228
8656	4c49ebf5fbafc92810c992db	1339197228
4588	4c49ebf5fbafc92810c992db	1339197228
4115	4c49ebf5fbafc92810c992db	1339197228
2746	4c49ebf5fbafc92810c992db	1339197228
4732	4c49ebf5fbafc92810c992db	1339197228
10470	4c49ebf5fbafc92810c992db	1339197228
13295	4c49ebf5fbafc92810c992db	1339197228
18346	4c49ebf5fbafc92810c992db	1339197228
3322	4c49ebf5fbafc92810c992db	1339197228
7744	4c49ebf5fbafc92810c992db	1339197228
4781	4c49ebf5fbafc92810c992db	1339197228
1361	4c49ebf5fbafc92810c992db	1339197228
6683	4c49ebf5fbafc92810c992db	1339197228
