470,49bbd6c0f964a520f4531fe3,1333504809.0
979,4a43c0aef964a520c6a61fe3,1333504825.0
69,4c5cc7b485a1e21e00d35711,1333504944.0
395,4bc7086715a7ef3bef9878da,1333504961.0
87,4cf2c5321d18a143951b5cec,1333504980.0
484,4b5b981bf964a520900929e3,1333505040.0
642,4ab966c3f964a5203c7f20e3,1333505078.0
292,4d0cc47f903d37041864bf55,1333505082.0
428,4ce1863bc4f6a35d8bd2db6c,1333505178.0
877,4be319b321d5a59352311811,1333505179.0
87,4d8263a73e916dcb8edd80d2,1333505235.0
625,4ab5320cf964a5202b7320e3,1333505337.0
691,4cb50d599c7ba35de0ef8706,1333505346.0
116,4c0ab56f7e3fc9288c1df482,1333505369.0
931,49f85763f964a520f16c1fe3,1333505399.0
53,4c00297392a6c9280cc243e2,1333505404.0
445,4b9830a5f964a520c73235e3,1333505439.0
135,4a689777f964a520a0ca1fe3,1333505464.0
895,4bb7e0c41261d13a8707e898,1333505476.0
704,4cb4b31cb4b0a35df33969ce,1333505495.0
891,4ba8a9a9f964a5206ee539e3,1333505529.0
284,4abe60d8f964a520198d20e3,1333505547.0
901,4c1ff4e68b3aa5933d499e5f,1333505562.0
803,4c955b3558d4b60c06d03129,1333505592.0
699,4ba0e0edf964a520138437e3,1333505601.0
100,4bc308db4cdfc9b639bf9621,1333505643.0
642,4d9a2f78d97ba1430b43336b,1333505661.0
443,4a676ff4f964a5206fc91fe3,1333505684.0
689,4c5ef77bfff99c74eda954d3,1333505705.0
390,4bcde547511f95210d62b5c7,1333505707.0
32,44af9feef964a5202b351fe3,1333505733.0
230,3fd66200f964a52035e41ee3,1333505769.0
445,4b3a8e5df964a520d86925e3,1333505770.0
834,4b55ec3bf964a520aaf627e3,1333505779.0
962,40b68100f964a5207d001fe3,1333505837.0
1032,4bf5cedf4d5f20a1833d98fe,1333505934.0
525,4f5684de771657f331e5ca01,1333505947.0
525,4f5684de771657f331e5ca01,1333505947.0
962,40e74880f964a520150a1fe3,1333505961.0
318,4b4fafebf964a520ee1027e3,1333505965.0
1047,4ad607d3f964a520a10421e3,1333505968.0
738,4c06877bcf8c76b0f09b3a65,1333506087.0
364,4b7718d4f964a520077d2ee3,1333506093.0
398,4b6752eef964a52006482be3,1333506220.0
839,4cd03669c5b39eb043fb5a16,1333506242.0
424,49c7f7c2f964a520da571fe3,1333506278.0
751,49b15042f964a520d4521fe3,1333506291.0
1047,4ca66eec5a1e952129d98ace,1333506298.0
889,4c79b79381bca093e689fe14,1333506406.0
612,447bf8f1f964a520ec331fe3,1333506463.0
643,4cbf5c4e985aa35da7854612,1333506692.0
643,4d1a2428401db60c2e9fffa4,1333506731.0
1032,4e6657e7d4c06542ac9acee2,1333506747.0
718,4d98393cb7bf2c0f9ff5ea2d,1333506806.0
768,4dbdebed6e810768bf82ad95,1333506809.0
15,4b0d88b2f964a5206d4a23e3,1333506829.0
768,4e79392ce4cdb158f1cf4b75,1333506840.0
458,4ca264431ee76dcb0d32f0dd,1333506850.0
877,4bcd8da3511f95219fbbb4c7,1333506895.0
280,4bdb4bf54b1f952169ac670b,1333506931.0
318,4b093cd0f964a520db1423e3,1333507016.0
839,41102700f964a520d60b1fe3,1333507032.0
1016,4d72a06ff7c38cfaa94aaa3d,1333507169.0
281,4c17d9974ff90f47a9890d49,1333507174.0
366,4528a216f964a520173b1fe3,1333507176.0
276,4ab11744f964a520046820e3,1333507182.0
135,4cd028a77b6854810ac7bff8,1333507184.0
227,4bcb49aefb84c9b608821e3e,1333507323.0
612,4ae8495ef964a5207fae21e3,1333507345.0
458,4b298573f964a52050a024e3,1333507352.0
80,4c424ceea5c5ef3b2876b06f,1333507433.0
445,4c1d0f98c09ed13ad4c5828e,1333507447.0
673,4c911bb157e5b60ce3df5d1c,1333507515.0
318,4c8e9b251992a1cd211edffb,1333507590.0
337,4b8c4735f964a5201dc832e3,1333507631.0
916,4b7c9fe1f964a520559e2fe3,1333507643.0
639,4c671f759cb82d7fd1d192d2,1333507737.0
752,4b55ec3bf964a520aaf627e3,1333507799.0
713,4a7a0832f964a5203ce81fe3,1333507863.0
449,4b96b432f964a52018df34e3,1333507968.0
1016,4e5dbf1e1f6e3022a71c242b,1333508151.0
803,4c56f9ad30d82d7f3cbcd862,1333508169.0
895,4d4de33cd6f3224bca73a1a6,1333508260.0
1012,4c62bfd0e1621b8dfe232453,1333508266.0
749,4f51526fe4b002a741157c16,1333508336.0
916,4b8d2387f964a520dbe932e3,1333508404.0
438,4c1a2bbf838020a1adc4e661,1333508431.0
217,4af42a00f964a52055f021e3,1333508476.0
656,4ea828b19a526de96a96ad94,1333508479.0
225,4b565676f964a520120c28e3,1333508488.0
628,4af12cb7f964a520d3e021e3,1333508500.0
225,4b6214e1f964a52059342ae3,1333508596.0
504,4c3b49c54565e21eb775566a,1333508618.0
226,462a6065f964a520d9451fe3,1333508627.0
164,4f7b49bbe4b00fc6db78ec89,1333508681.0
445,4e9bb3850cd6de03c41c1963,1333508722.0
235,4a8ae51ef964a520c10a20e3,1333508879.0
118,4c72dbbf13228cfa0c362c65,1333508907.0
1054,4e5590b5814d6ce5cc849483,1333508922.0
881,4f4767e3e4b06a7740bdc8dd,1333508958.0
713,45c76421f964a52066421fe3,1333508989.0
706,4cd1a3d601eaf04db979bf5d,1333509064.0
706,4bb50ba546d4a593de78c4c0,1333509128.0
673,4cfbe68a0df3236a2a30fca9,1333509247.0
143,43a52546f964a520532c1fe3,1333509255.0
1005,3fd66200f964a52004e61ee3,1333509271.0
706,4c3a1d102c8020a1f9d58d00,1333509274.0
706,4bbfcfd3461576b0d4487932,1333509304.0
912,4ee6e1970e61681b98844283,1333509306.0
