4f0fd5a8e4b03856eeb6c8cb,Cosmetics Shop
4b7b884ff964a5207d662fe3,Ramen /  Noodle House
4c16fdda96040f477cc473a5,Convenience Store
4c178638c2dfc928651ea869,Food & Drink Shop
4f568309e4b071452e447afe,Housing Development
4b83b207f964a5202c0d31e3,Furniture / Home Store
4ea281c302d529c116a57755,Convenience Store
4b3eae5cf964a520b4a025e3,Train Station
4cca7bd67965b60c80f0858a,Other Great Outdoors
4b5c7671f964a520083129e3,Ramen /  Noodle House
4b5ed39cf964a520079a29e3,Airport
4e014c11c65b896d116d480c,Bus Station
4e538e91483b944199dede7a,Convenience Store
4ba88a28f964a52028df39e3,Ramen /  Noodle House
4d69a46cde28224b27ff45be,Bridge
4b53b05ef964a520e8a727e3,Train Station
4b5a91e5f964a520cbcb28e3,Convenience Store
4b6e3e46f964a520e2b32ce3,Train Station
4b3b5742f964a520ad7225e3,Train Station
4b243a7df964a520356424e3,Train Station
4b4162b1f964a52016c625e3,Train Station
4b678b3bf964a52090542be3,Train Station
4d1bcae9f8ca236a2ff7f030,Other Great Outdoors
4e64a4e1a80951b3196ef97f,Bus Station
4d4f756eedc68eec0391b1a4,Bridge
4c39423c1e06d13a1e6a793e,Road
4b0587a6f964a5203e9e22e3,Train Station
4b4f2be8f964a52025fc26e3,Train Station
4c21de7c9a67a593f285db87,Convenience Store
4b56cff7f964a520df1b28e3,Train Station
4b4d45eff964a520d7cf26e3,Train Station
4b5dec1df964a520ed7329e3,Train Station
4b5da9e0f964a520bb6529e3,Subway
4b80998df964a520128030e3,Park
4b8c5418f964a520e3ca32e3,Subway
4bd42ea4b221c9b63a1fdbd0,Convenience Store
4b5a86faf964a520d3c928e3,Post Office
4ea03c1c7beb6623c1449ee0,Convenience Store
4b564827f964a5201f0928e3,Train Station
4b6fadbdf964a520d1f92ce3,Light Rail
4b5bd0a2f964a520c31729e3,Shrine
4b572f46f964a520fc2928e3,Train Station
4d223febe56f6ea824ad831d,Park
4b5704a1f964a520092328e3,Train Station
4b0587a6f964a5203d9e22e3,Train Station
4b286109f964a520ee9224e3,Train Station
4b6516cdf964a5209ee32ae3,Light Rail
4b5873bcf964a5206e5828e3,Train Station
4d319572d7db6a31d0da115e,Bus Station
4b64f0e3f964a5203cdb2ae3,Fast Food Restaurant
4b5d2ad2f964a520535529e3,Convenience Store
4b568200f964a520571328e3,University
4b5bac4af964a520200f29e3,Subway
4b1fb0dff964a520192824e3,Train Station
4d7c3f10645ea35d87ec42f8,Shrine
4e65fe028877954de9acd8bf,Government Building
4b5a4723f964a5209eb928e3,Train Station
4b5ad5bef964a520b0d628e3,Train Station
4b07d113f964a520360023e3,Train Station
4b5583def964a52032e627e3,Train Station
4f534895e4b006151584808a,Restaurant
4b74709af964a520c1dc2de3,Train Station
4b7481e1f964a520bde02de3,Subway
4dc24f03b0fb490416ac11b7,Food & Drink Shop
4b093eeff964a520e51423e3,Train Station
4c995e24b8e9224be1fb443d,Road
4b65494af964a520f4eb2ae3,Bridge
4b5ed34ef964a520ff9929e3,Airport
4bf47064706e20a1ef5ca998,Café
4b5ef108f964a520d89e29e3,Gym / Fitness Center
4d998a1961a3a1cd7f37e642,Road
4b2692f9f964a520be7d24e3,Subway
4bdd23fbf219c9b659161210,Government Building
4b80e732f964a520399130e3,Train Station
4b55a34ef964a520fde927e3,Train Station
4b526ed4f964a5201b7d27e3,Park
4f7b7210e4b0de4ca14a9af8,Candy Store
4b7535c3f964a52020012ee3,Train Station
4ddb7a4ffa7637ab73db3f99,Food & Drink Shop
4dce184bd4c065592f76ecff,Mall
4b63a9e5f964a520a48a2ae3,Road
4b4fb4aff964a520c01127e3,Train Station
4ec6087993ad41338b1df91d,Road
4b553487f964a5208fde27e3,Food & Drink Shop
4b957efef964a520cba534e3,Train Station
4b5599caf964a5209be827e3,Subway
4bd6b3024e32d13a50f6c280,Subway
4e81a9b3775b16f4798c4943,Home (private)
4bb497cd15809c74877f1fdd,Mall
4b7d7de1f964a5200bc22fe3,Other Nightlife
4b98e261f964a520365435e3,Food & Drink Shop
4b6a8c00f964a5204fd82be3,Train Station
4b544ec2f964a52014b727e3,Train Station
4b5638fbf964a520110628e3,Train Station
4c442e78dcd61b8d32ed7a56,Train Station
4b2837d8f964a5200e9124e3,Train Station
4b9b8cd2f964a520c30e36e3,Subway
4bb5a5062f70c9b6746c8430,Train Station
4b6fe136f964a520b4fe2ce3,Coffee Shop
4b66c862f964a520aa2a2be3,Subway
4b3dcda5f964a520e29625e3,Train Station
4b68b2c8f964a520d0872be3,Train Station
4cec9db113aea143694c629f,Train Station
4b56deb5f964a5208e1d28e3,Convenience Store
4c4a4029bad7a593b07716aa,Road
4b24a8eef964a520466924e3,Train Station
4b24aa1ff964a520506924e3,Train Station
4b6f3ddff964a5208ce62ce3,Office
4b557834f964a52022e527e3,Train Station
4d79f43bceaa224b9dc20171,Bridge
4b5e11e3f964a520ec7b29e3,Shrine
4b0c8748f964a520d03e23e3,Train Station
4be4b915bcef2d7fa60203e5,Train Station
4b0587a6f964a520529e22e3,Mall
4d5255a107b1a0905233123c,Convenience Store
4b5e34f8f964a520bb8329e3,Subway
4b971b9ff964a5205ff834e3,Subway
4b5ccea3f964a520044529e3,Train Station
4b8a32d8f964a520ce6332e3,Road
4b63e7fdf964a5208a962ae3,Train Station
4dc5e8f5e4cd169dc659fe4d,Subway
4b72c558f964a520d2872de3,Japanese Restaurant
4b5829f4f964a520a44c28e3,Coffee Shop
4c96f8a2533aa093e95ad645,Office
4b79e27df964a5204c182fe3,Train Station
4b56d1eff964a520171c28e3,Train Station
4b567b47f964a520651228e3,Subway
4b63fae9f964a520b4992ae3,Other Great Outdoors
4b5e4928f964a520c68729e3,Fast Food Restaurant
4c1c66bde9c4ef3b50d045aa,Home (private)
4b8df548f964a520831433e3,Bridge
4c0f80b67189c928f11bdab6,Train Station
4cd9d48e3b85a35d1f9f2e9d,Train Station
4cde2fce41ed224b1e97d73c,Fried Chicken Joint
4b802cabf964a520495930e3,Park
4b5a3b6cf964a52026b628e3,Fast Food Restaurant
4b5ef219f964a520569f29e3,Train Station
4c34ee3d09a99c749b4a0c2a,Park
4df7423e483b96f73159a256,Japanese Restaurant
4b6545c5f964a52064eb2ae3,Other Great Outdoors
4b669d8af964a52097252be3,Subway
4b54fad0f964a52057d627e3,Subway
4b0587bbf964a5209aa122e3,Train Station
4bd78c695cf276b08f9e9b00,Road
4b4327e6f964a5209fdc25e3,Train Station
4b6f881bf964a5209cf42ce3,Park
4b19f917f964a520abe623e3,Train Station
